config,run,doc_key,doc_type,question,ground_truth,answer,kw_v2,kw_v3,category,difficulty,n_retrieved,retrieval_time,generation_time,total_time,q_type,retry_count
coverage_retry,0,doc_C,table_complex,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,"""※ ‘18년 재난응급의료상황 접수시스템 최초 구축""

따라서 기존 응급의료 상황관리시스템은 '18년에 최초 구축되었습니다.

관련 키워드(원문 인용):
- 전원접수: ""전원접수 | 상황접수 저장"", ""전원접수 | 상황접수 새로고침""
- 출력: ""전원상황판 | 전원목록 출력""
- 새로고침: ""전원상황판 | 새로고침""
- 전원: ""전원 및 재난 시 사용할 수 있는 응급의료 상황접수시스템을 구축('18)"", ""나. 병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""
- 대시보드: ""대시보드 | 자동/정지 새로고침 변경"", ""대시보드 | 전원접수 새로고침""
- 판독: ""판독 | 판독 일반 정보 새로고침""
- 협진망: ""협진망 | 진료의뢰서_팝업"", ""협진망 | 환자정보 저장""
- 저장: ""전원접수 | 상황접수 저장"", ""협진망 | 환자정보 저장""
- 변경: ""개인정보변경 | 개인정보 변경_팝업"", ""대시보드 | 전체 기간 변경""

- 있음: 해당 정보를 찾을 수 없습니다.",0.8,1.0,schedule,medium,15,2.148878335952759,39.880096435546875,42.028974771499634,direct,1
coverage_retry,0,doc_C,table_complex,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),"근거는 원문에 명시된 다음 문구들입니다.

- ""수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)"" → 다수의 전원 요청으로 인한 문제를 지적.  
- ""지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연"" → 전원 섭외로 치료 지연 발생.  
- ""비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감"" 및 ""잦은 인사이동으로 인한 소방의 전문성 결여"" → 기존 전원 조정 주체의 한계.  
- ""제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정"" → 정책적 결정 근거(설치 결정).  
- ""중앙응급의료상황실(이하 ‘중앙상황실’)의 업무 변경 및 광역응급의료상황실(이하 ‘광역상황실’)이 신규 구축됨에 따라 신규 기능의 추가 및 기존 노후 시스템의 고도화 및 재구축이 필요"" → 시스템·구축 필요성 근거.

또한 문맥의 관련 항목(원문 표현 그대로):  
""전원접수"" / ""요구사항 분류"" / ""병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역"" / ""대시보드"" / ""전원 탭 출력"" / ""신규 구축됨"" / ""차세대 응급의료 상황관리시스템 구축"" / ""재난응급의료상황 접수시스템 최초 구축"" / ""평가부분"" / ""구축 후 장애대책 및 유지보수 방안을 구체적으로 제시하여야 한다.""

위 인용 문구들이 광역상황실 설치 결정의 근거로 제시되어 있습니다.",0.5,0.6666666666666666,compliance,hard,15,1.8920676708221436,45.635268449783325,47.52733612060547,direct,1
coverage_retry,0,doc_D,mixed,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),"사업비: ""3. 사 업 비 : 470백만원 (VAT포함)""

관련 문맥(누락 키워드 포함 인용)
- ""본 제안요청서는 『예약발매시스템 개량 ISMP 용역』을 위한 것으로 한국철도공사(이하 ‘발주기관’)의 요구사항를 충분히 검토 후 요구기능을 포함하여 제안하여야 한다.""
- ""(개요) 철도 승차권을 예약하고 발매하는 시스템으로 전 국민을 대상으로 연중 예약 및 다양한 매체를 통한 국민 서비스 제공""
- ""환경분석, 현황분석, 업무분석 등 ISMP 방법론 기반 과업 수행""
- ""기술적 전략""
- ""차세대 여객영업시스템 구축(176억, 인프라 비용제외)""
- ""요구사항 이름 | 요구사항 이름 | 정보시스템 구축 예산 수립""
- ""•예약발매 업무 의견•정책 분석 협조""
- ""•시스템 구축 의견•기술 분석 협조""
- ""디지털융합본부(디지털영업처장)""",1.0,1.0,budget,easy,15,2.7175471782684326,35.95798587799072,38.675533056259155,direct,1
coverage_retry,0,doc_D,mixed,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,"""사업기간 : 체결일로부터 5개월 이내""

다음은 요청하신 누락 키워드들과 문맥에서 발췌한 관련 정보(원문 그대로 인용)입니다.

- 요구사항: ""요구사항상세설명 | 정의 | 산출물 관리방안 제시""  
- 시스템: ""시스템 개요 - (개요) 철도 승차권을 예약하고 발매하는 시스템으로 전 국민을 대상으로 연중 예약 및 다양한 매체를 통한 국민 서비스 제공""  
- 프로젝트: ""시스템 개량 사업의 프로젝트 수행 조직 및 업무 계획 수립""  
- 관리: ""2. 관리적 전략"" / ""주간 단위 진행상황 점검과 지속적 의견 교환 통한 내용 조율 실시""  
- 분석: ""환경분석, 현황분석, 업무분석 등 ISMP 방법론 기반 과업 수행""  
- 구축: ""◦정보시스템 구축을 위한 인프라(H/W, S/W, N/W등) 구성방안, 장비구입비, 데이터 이관, 솔류션 도입비, 감리비, 개발비 등 소요예산 제시◦한국소프트웨어산업협회「S/W사업 대가산정 가이드」참고하여 정보시스템 예산 산정- FP산출이 불가한 부분은 투입공수(MM)기반으로 산정◦소요비용산정 시 산출근거 및 객관적 지표 등을 제시 해야 하며, 도입제품별(H/W, S/W, N/W등) 3개 이상의 견적을 바탕으로 소요비용 산정◦정보시스템 구축 소요자원 및 예산 산출- 기술한 정보시스템 요건을 토대로 관련 지침을 참고하여 구축사업예산을 산정하고, 예산 항목별 산출 근거 마련- 연차별 구축 범위를 기준으로 소요 예산 정의- 소프트웨어 개발, 데이터베이스 구축, 장비 구입, 시스템 운영환경 구축, 정보시스템 감리비, 운영 및 유지보수비 등 예약발매시스템 고도화에 필요한 소요자원 및 예산 산정◦비기능 및 기술적 사항으로 인한 추가 비용의 경우 별도 비용을 산출하고 근거 제시""  
- 기술: ""클라우드 인프라 연계, AI 기반 DB 최적화 등 신기술 고려""  
- 예약발매: ""사 업 명 : 예약발매시스템 개량 ISMP 용역"" / ""예·발매 기능 제약, 운용과정 및 외부연계 불편으로 고객 서비스 개선 제한""  
- 정보시스템: ""정보시스템 아키텍처 및 정보기술 요건 분석""  
- 의견: ""주간 단위 진행상황 점검과 지속적 의견 교환 통한 내용 조율 실시"" / ""•예약발매 업무 의견•정책 분석 협조""",1.0,1.0,schedule,easy,15,2.0195908546447754,54.141316413879395,56.16090726852417,direct,1
coverage_retry,0,doc_D,mixed,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","추진배경은 문맥의 원문에서 다음과 같이 제시되어 있습니다.

""1. (배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)""

또한 관련 문제점으로 문맥에 다음이 명시되어 있습니다.

""2. (문제) SW·HW 버전 불일치와 노후 개발·운영 환경 ☞ IT 자원 성능·효율 저하, 신기술 활용 제약, 보안성 저하, 서비스 개선 범위 제한 및 기술·사업 환경 변화 대응 필요""

다음은 요청하신 누락 키워드들과 관련된 문맥 인용입니다.

""◦ 본 제안요청서는 『예약발매시스템 개량 ISMP 용역』을 위한 것으로 한국철도공사(이하 ‘발주기관’)의 요구사항을 충분히 검토 후 요구기능을 포함하여 제안하여야 한다."" (요구사항, 예약발매시스템)

""1. 예약발매 관련 업무 분석 및 정보화 현황 파악"" (분석, 업무)

""2. 기술·사업 환경 변화(MaaS 등)에 맞춰 4차 산업기반 기술(AI, 빅데이터 등) 활용 고객만족 제고를 위한 예약발매 플랫폼 구축"" (구축)

""- 신기술을 활용해 플랫폼으로서 확장성 확보 및 MaaS·빅데이터·AI 등 기술·산업 변화에 대응할 수 있는 핵심과제 도출"" (기술)

""정보시스템 아키텍처 및 정보기술 요건 분석"" (정보시스템)

""•예약발매 업무 의견•정책 분석 협조"" / ""•시스템 구축 의견•기술 분석 협조"" (의견)

""디지털융합본부(디지털영업처장)"" (디지털융합본부, 디지털영업처장)",0.8461538461538461,0.8846153846153846,technical,medium,15,2.105696678161621,42.59321904182434,44.69891571998596,list,1
coverage_retry,0,doc_D,mixed,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),"'나. 제안서 평가 방법' 장에서 다루고 있습니다.

관련 문맥(발췌):
- ""◦ 사 업 명 : 예약발매시스템 개량 ISMP 용역""
- ""1. 기술평가와 가격평가를 실시하여 종합평가점수로 평가""
- ""ISMP산출물 ▪제안요청서 등ISMP수행 단계별 산출물""
- ""요구사항상세설명 | 정의 | 산출물 관리방안 제시""
- ""기술·사업 변화 대응을 위한 정보시스템 마스터플랜(ISMP) 도출""
- ""정보시스템 아키텍처 및 정보기술 요건 분석""
- ""차세대 여객영업시스템 구축(176억, 인프라 비용제외)""
- ""중복투자 방지를 통한 비용 절감""
- ""산출물(CD, USB, Hard Copy등)""",0.6,0.375,evaluation,medium,15,1.799015998840332,69.42992687225342,71.22894287109375,direct,1
coverage_retry,0,doc_D,mixed,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),"문서에 다음과 같이 규정되어 있습니다.

- 원문 인용: ""가. 하자담보 책임기간""
- 원문 인용: ""1. 하자담보 책임기간은 계약사업자는 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 한다.""
- 원문 인용: ""제13조(하자담보책임) 공동수급체는 공동수급체가 해산한 후 해당공사에 관하여 하자가 발생하였을 경우에는 연대하여 책임을 진다.""

따라서 예약발매시스템 ISMP에서는 하자담보 책임기간이 문서의 ""가. 하자담보 책임기간"" 항목과 ""제13조(하자담보책임)""에 규정되어 있습니다. 이 문서는 요구사항, 프로젝트 관리 등을 포함하며 예약발매시스템의 시스템 기술 수립·도출 및 계획 제시와도 연관됩니다.",0.3333333333333333,0.5,maintenance,hard,15,2.0205631256103516,34.20962333679199,36.230186462402344,location,1
coverage_retry,0,doc_D,mixed,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","1 | 기관 소유 정보시스템의 내.외부IP주소 현황 | 
2 | 세부 정보시스템 구성현황 및 정보통신망 구성도 | 
3 | 사용자계정ᆞ비밀번호 등 정보시스템 접근권한 정보 | 
4 | 정보통신망 취약점 분석·평가 결과물 | 
5 | 용역사업 결과물 및 프로그램 소스코드 | 
6 | 국가용 보안시스템 및 정보보호시스템 도입 현황 | 
7 | 침입차단시스템ᆞ방지시스템(IPS)등 정보보호제품 및 라우터ᆞ스위치등 네트워크 장비 설정 정보 | 
8 | 「공공기관의 정보공개에 관한 법률」제9조제1항에 따라 비공개 대상 정보로 분류된 기관의 내부문서 | 
9 | 「개인정보보호법」제2조제1호의 개인정보 | 
10 | 「보안업무규정」제4조의 비밀 및 동 시행규칙 제7조제3항의 대외비 | 
11 | 그 밖에 각급기관의 장이 공개가 불가하다고 판단한 자료 |",0.05263157894736842,0.21052631578947367,security,hard,15,1.8182990550994873,18.278477907180786,20.096776962280273,list,0
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","답변: ""소요예산 : 금 46,445,000원(부가가치세 포함)""

문맥 인용(관련 표현):
- ""스포츠윤리센터 LMS(학습지원시스템) 기능개선""
- ""수요기관 : 스포츠윤리센터""
- ""요구사항""
- ""전략및 방법론(30)""
- ""사업의 특성 및 목표에 부합하는 사업전략을 제시하고 있는지를평가한다.""
- ""제안서""

참고: '등은' 해당 정보를 찾을 수 없습니다.",1.0,1.0,budget,easy,15,2.4922780990600586,33.23042678833008,35.72270488739014,direct,1
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,"""□ 사업기간 : 계약 후 150일""

문맥에서 해당 누락 키워드와 관련된 표현(원문 인용):
- ""사 업 명 : 스포츠윤리센터 LMS(학습지원시스템) 기능개선""
- ""수요기관 : 스포츠윤리센터""
- ""기관(회사)명 : 스포츠윤리센터""
- ""이 경우 해당 업체/기관 등은 제안서평가대상에서 제외합니다.""
- ""- 제안사에서 분석한 수요기관의 요구사항 제시- 요구기능을 개발하기 위한 설계전략 제시""
- ""제안서는 공고서에 따른 방법으로 제출제안서 구성, 작성방법 및 평가계획 등은 본 제안요청서 참조""
- ""※사업수행계획서에 포함될 주요 내용으로 변경될 수 있음""
- ""별지 1""",1.0,1.0,schedule,easy,15,2.6516194343566895,33.823495626449585,36.475115060806274,direct,1
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","1. □ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
2. □ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
3. □ 교육등록 체계·통계 등 현행 기능의 고도화 필요
4. □ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",0.896551724137931,1.0,technical,medium,15,2.001511812210083,8.518419742584229,10.519931554794312,list,0
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"""□ 수요기관 : 스포츠윤리센터""

""문의처: 스포츠윤리센터 교육정책팀"" (담당자: 김규동 대리(es12@k-sec.or.kr))

관련 문맥(누락 키워드 포함):
""-발표자는 입찰공고 게시일 전일부터 계속하여 입찰에 참가하는 업체/기관 등(공동수급 포함)에소속되어야 하며. 수요기관이 현장 또는 온라인 제안서발표를 진행할 경우,발표일 전일23:59까지 발표자의 재직증명서, 건강보험자격득실확인서 및 신분증(주민등록증, 운전면허증*주민번호 뒷자리, 운전면허등록번호 및 세부주소 삭제)을 제출하여 승인을 받아야 합니다.""

""이 경우 해당 업체/기관 등은 제안서평가대상에서 제외합니다.""

""사 업 명 : 스포츠윤리센터 LMS(학습지원시스템) 기능개선""

""제안서 발표자 인적사항 | 제안서 발표자 인적사항 | 1 | 센터서식 | | 별지 1""

""요구사항 분류 | 요구사항 분류 | 프로젝트관리 요구사항""

""제안서는 공고서에 따른 방법으로 제출제안서 구성, 작성방법 및 평가계획 등은 본 제안요청서 참조""

""※사업수행계획서에 포함될 주요 내용으로 변경될 수 있음""",0.2,0.6,general,easy,15,2.638974666595459,51.430179834365845,54.069154500961304,direct,1
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),"""□ 사업추진방식 : 제한경쟁입찰(협상에 의한 계약)""

추가 문맥(원문 인용):
- ""□ 스포츠윤리센터 LMS(학습지원시스템) 기능개선""
- ""□ 수요기관 : 스포츠윤리센터""
- ""-발표자는 입찰공고 게시일 전일부터 계속하여 입찰에 참가하는 업체/기관 등(공동수급 포함)에소속되어야 하며.""
- ""- 수요기관이 제시한 요구사항 제시- 요구기능을 개발하기 위한 설계전략 제시""
- ""※사업수행계획서에 포함될 주요 내용으로 변경될 수 있음""
- ""제안서는 공고서에 따른 방법으로 제출제안서 구성, 작성방법 및 평가계획 등은 본 제안요청서 참조""
- ""별지 1""",1.0,1.0,procurement,medium,15,2.4542369842529297,36.04721450805664,38.50145149230957,direct,1
coverage_retry,0,doc_E,hwp_representative,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"""VII.제안서 평가방법47. 제안서 평가방식472. 제안서 기술 평가 기준473.""에서 다룹니다.

참고로 문맥의 관련 인용구:
- ""□ 수요기관 : 스포츠윤리센터""
- ""□ 사 업 명 : 스포츠윤리센터 LMS(학습지원시스템) 기능개선""
- ""발표자는 입찰공고 게시일 전일부터 계속하여 입찰에 참가하는 업체/기관 등(공동수급 포함)에소속되어야 하며.""
- ""발표일 전일23:59까지 발표자의 재직증명서, 건강보험자격득실확인서 및 신분증(...)을 제출하여 승인을 받아야 합니다.""
- ""이 경우 해당 업체/기관 등은 제안서평가대상에서 제외합니다.""
- ""전략및 방법론(30)""
- ""사업의 특성 및 목표에 부합하는 사업전략을 제시하고 있는지를평가한다.""
- ""별지 1""",0.5,0.6153846153846154,evaluation,hard,15,2.3759782314300537,53.57250666618347,55.948484897613525,location,1
